rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/loss
26.061017349999997,0.05,220966,55.08,171,1286,4880,0.0001,55216,0.8352124691009521
25.889238230000004,0.05,220996,54.98,171,1286,4881,0.0001,55223,2.486605644226074
25.83246971,0.05,221030,54.95,171,1287,4882,0.0001,55232,0.4180975556373596
26.024878080000004,0.05,221096,55.1,171,1287,4883,0.0001,55248,3.032404661178589
25.652938279999997,0.05,221135,54.86,171,1287,4884,0.0001,55258,7.112659454345703
25.20275194,0.05,221171,54.37,171,1287,4885,0.0001,55267,0.8849457502365112
24.743157759999995,0.05,221228,54.09,171,1288,4886,0.0001,55281,4.2056097984313965
24.71911941999999,0.05,221267,53.63,171,1288,4887,0.0001,55291,0.27960243821144104
24.372655369999993,0.05,221303,53.14,171,1288,4888,0.0001,55300,0.4952348470687866
24.624161219999998,0.05,221388,53.61,171,1289,4889,0.0001,55321,2.275571346282959
24.23262135,0.05,221421,53.39,171,1289,4890,0.0001,55330,2.5872182846069336
23.616524650000002,0.05,221506,53.39,171,1289,4891,0.0001,55351,0.4897397458553314
23.58281046,0.05,221564,53.36,171,1289,4892,0.0001,55365,0.505146861076355
23.602427789999997,0.05,221598,53.36,171,1290,4893,0.0001,55374,2.7297751903533936
23.480633159999996,0.05,221630,53.29,171,1290,4894,0.0001,55382,6.9352006912231445
23.13519424999999,0.05,221662,53.08,171,1290,4895,0.0001,55390,0.39096808433532715
22.909140269999998,0.05,221698,52.96,171,1290,4896,0.0001,55399,3.88706636428833
22.801478579999998,0.05,221752,52.71,171,1291,4897,0.0001,55412,5.615893363952637
22.783964340000008,0.05,221837,52.97,171,1291,4898,0.0001,55434,3.5023884773254395
22.91167761,0.05,221882,53.04,171,1291,4899,0.0001,55445,3.7023627758026123
23.041714009999996,0.05,221932,53.12,171,1291,4900,0.0001,55457,0.22741074860095978
22.898106399999996,0.05,221968,53.05,171,1292,4901,0.0001,55466,0.618890643119812
23.12128358,0.05,222020,53.16,171,1292,4902,0.0001,55479,0.8205617666244507
23.24981276,0.05,222068,53.24,171,1292,4903,0.0001,55491,0.7671247720718384
23.11081338,0.05,222099,53.17,171,1292,4904,0.0001,55499,0.39888983964920044
22.781980939999997,0.05,222138,52.98,171,1292,4905,0.0001,55509,9.677403450012207
22.58738314,0.05,222223,53.42,171,1293,4906,0.0001,55530,0.3412438631057739
23.349177460000007,0.05,222308,53.8,171,1293,4907,0.0001,55551,0.4635999798774719
22.818591220000002,0.05,222344,53.31,171,1293,4908,0.0001,55560,6.702980995178223
22.82812019,0.05,222381,53.32,171,1294,4909,0.0001,55570,0.5175498127937317
23.00383969,0.05,222432,52.98,171,1294,4910,0.0001,55582,2.556363582611084
23.128038649999997,0.05,222487,53.07,171,1294,4911,0.0001,55596,0.4253423810005188
22.788843800000006,0.05,222520,52.55,171,1294,4912,0.0001,55604,3.468045473098755
23.14671626000001,0.05,222586,52.8,171,1295,4913,0.0001,55621,0.6013543605804443
22.887262409999998,0.05,222625,52.66,171,1295,4914,0.0001,55631,0.4100436270236969
22.485099289999997,0.05,222659,52.41,171,1295,4915,0.0001,55639,3.902667760848999
22.407656309999997,0.05,222693,52.36,171,1295,4916,0.0001,55648,0.5037355422973633
22.42492734,0.05,222728,52.37,171,1296,4917,0.0001,55656,5.500312805175781
22.93899331,0.05,222799,52.72,171,1296,4918,0.0001,55674,0.3450247347354889
23.249297780000003,0.05,222868,52.56,171,1296,4919,0.0001,55691,0.9852730631828308
23.65276145,0.05,222935,52.86,171,1297,4920,0.0001,55708,0.6236696243286133
23.742266609999998,0.05,222979,52.45,171,1297,4921,0.0001,55719,0.48389410972595215
23.70388159,0.05,223015,52.42,171,1297,4922,0.0001,55728,0.578972339630127
23.9492693,0.05,223076,52.6,171,1297,4923,0.0001,55743,0.6792590618133545
23.85030796,0.05,223123,52.54,171,1298,4924,0.0001,55755,6.4884514808654785
24.34715656,0.05,223188,52.81,171,1298,4925,0.0001,55771,6.288331031799316
25.09171738,0.05,223264,53.24,171,1298,4926,0.0001,55790,0.7219895124435425
25.21141205,0.05,223323,53.23,171,1299,4927,0.0001,55805,0.6590030193328857
25.014353339999992,0.05,223355,53.11,171,1299,4928,0.0001,55813,3.7808356285095215
24.548741299999993,0.05,223392,52.79,171,1299,4929,0.0001,55822,0.24043196439743042
24.131004169999994,0.05,223427,52.48,171,1299,4930,0.0001,55831,3.8003878593444824
24.08196048,0.05,223479,52.41,171,1300,4931,0.0001,55844,0.41424044966697693
23.96439856,0.05,223514,51.91,171,1300,4932,0.0001,55853,3.5559873580932617
23.624758540000002,0.05,223550,51.68,171,1300,4933,0.0001,55862,0.7172914743423462
22.819434500000003,0.05,223585,51.3,171,1300,4934,0.0001,55871,0.46574681997299194
22.39945374,0.05,223619,51.02,171,1301,4935,0.0001,55879,0.38014286756515503
22.933345329999998,0.05,223704,51.5,171,1301,4936,0.0001,55900,0.5115340948104858
22.962241010000003,0.05,223746,51.51,171,1301,4937,0.0001,55911,3.3825392723083496
22.306700220000003,0.05,223781,51.18,171,1301,4938,0.0001,55920,0.6895007491111755
