time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_rew_mean,time/fps,train/n_updates,train/learning_rate,train/loss
579,65.46,38519,165,0.05,296.8122272,233,9604,0.0001,3.8552608489990234
580,65.48,38547,165,0.05,296.65332060000003,232,9611,0.0001,12.842096328735352
581,65.48,38632,165,0.05,286.59728184,232,9632,0.0001,4.165343761444092
582,65.48,38717,166,0.05,286.76250456,232,9654,0.0001,4.242758750915527
583,64.88,38742,166,0.05,277.70731878000004,232,9660,0.0001,0.9866765141487122
584,64.89,38768,166,0.05,277.77516223000003,232,9666,0.0001,7.01567268371582
585,64.32,38796,166,0.05,269.0089909000001,232,9673,0.0001,19.79182243347168
586,64.32,38881,167,0.05,271.15713831000005,232,9695,0.0001,9.683338165283203
587,64.32,38966,167,0.05,270.89962976000004,232,9716,0.0001,6.684669494628906
588,64.64,39051,167,0.05,281.36770183000004,232,9737,0.0001,7.122893810272217
589,64.33,39105,168,0.05,270.87789207000003,232,9751,0.0001,7.451525688171387
590,64.33,39190,168,0.05,282.06671909,232,9772,0.0001,10.254810333251953
591,63.81,39223,168,0.05,272.90581763,232,9780,0.0001,6.670722961425781
592,63.81,39308,168,0.05,278.35031978,232,9801,0.0001,7.279884338378906
593,63.81,39393,169,0.05,267.5352697,232,9823,0.0001,1.0614262819290161
594,63.81,39478,169,0.05,279.10772662000005,232,9844,0.0001,7.28084659576416
595,63.22,39504,169,0.05,270.25799746,232,9850,0.0001,16.338863372802734
596,63.27,39534,170,0.05,270.11669933999997,232,9858,0.0001,10.27368450164795
597,63.27,39619,170,0.05,259.04195253,232,9879,0.0001,12.964275360107422
598,63.83,39704,170,0.05,256.92862578999996,232,9900,0.0001,4.258546352386475
599,63.26,39732,170,0.05,259.0534925,232,9907,0.0001,10.241838455200195
600,63.26,39817,171,0.05,247.97901358,232,9929,0.0001,6.781460762023926
601,63.26,39902,171,0.05,248.32651345,232,9950,0.0001,1.519789218902588
602,62.96,39957,171,0.05,240.51830185999995,232,9964,0.0001,10.451663970947266
603,62.96,40042,172,0.05,240.27382758,232,9985,0.0001,7.396300315856934
604,62.41,40072,172,0.05,242.1401691,232,9992,0.0001,4.327615737915039
605,62.41,40157,172,0.05,229.98989157000003,232,10014,0.0001,14.074422836303711
606,63.01,40242,173,0.05,228.13338955999998,232,10035,0.0001,7.216499328613281
607,62.41,40267,173,0.05,218.38986082,232,10041,0.0001,0.9114304780960083
608,61.82,40293,173,0.05,221.12538479,232,10048,0.0001,6.8930344581604
609,61.82,40378,173,0.05,221.12524703,232,10069,0.0001,4.11805534362793
610,61.82,40463,174,0.05,209.24712192000004,232,10090,0.0001,7.21490478515625
611,61.82,40548,174,0.05,219.62397553000002,232,10111,0.0001,10.816949844360352
612,61.79,40573,174,0.05,219.73067294,232,10118,0.0001,4.5648417472839355
613,62.23,40658,175,0.05,223.91605147999996,232,10139,0.0001,4.157713413238525
614,62.3,40690,175,0.05,223.72225773999998,232,10147,0.0001,10.244325637817383
615,61.71,40716,175,0.05,213.99612122999994,231,10153,0.0001,9.806543350219727
616,62.13,40801,175,0.05,213.97842232,231,10175,0.0001,4.55498743057251
617,62.13,40886,176,0.05,213.58032587999998,231,10196,0.0001,3.9643657207489014
618,62.19,40919,176,0.05,213.42953828,231,10204,0.0001,10.022421836853027
619,62.76,41004,176,0.05,222.16826526,231,10225,0.0001,6.794832229614258
620,62.45,41058,177,0.05,211.65898768000002,231,10239,0.0001,7.137314796447754
621,62.46,41084,177,0.05,211.73064742999998,231,10245,0.0001,13.49417495727539
622,62.46,41169,177,0.05,200.62511165,231,10267,0.0001,10.249439239501953
623,62.46,41254,177,0.05,200.47100519999995,231,10288,0.0001,4.441443920135498
624,62.96,41339,178,0.05,198.73270872999998,231,10309,0.0001,1.1306254863739014
625,62.36,41364,178,0.05,189.41694623999996,231,10315,0.0001,10.374850273132324
626,62.34,41389,178,0.05,189.45366965000002,231,10322,0.0001,3.9546988010406494
627,62.33,41416,178,0.05,189.17254530999998,231,10328,0.0001,4.19950008392334
628,61.75,41443,179,0.05,190.86622679,231,10335,0.0001,1.1206544637680054
629,61.75,41469,179,0.05,190.76792534,231,10342,0.0001,7.417649269104004
630,61.78,41498,179,0.05,190.79594004999996,231,10349,0.0001,16.099897384643555
631,61.32,41537,179,0.05,192.66776842,231,10359,0.0001,10.653365135192871
632,61.38,41568,179,0.05,192.60669774,231,10366,0.0001,4.472499370574951
633,61.38,41653,180,0.05,181.21549149999996,231,10388,0.0001,7.288232803344727
634,60.78,41678,180,0.05,172.19034360999999,231,10394,0.0001,7.606764793395996
635,60.78,41763,180,0.05,172.39255818999993,231,10415,0.0001,7.372002124786377
636,60.78,41848,181,0.05,172.57639040999996,231,10436,0.0001,13.358835220336914
637,60.21,41876,181,0.05,163.27221544999998,230,10443,0.0001,18.557605743408203
638,59.62,41902,181,0.05,154.29408793999997,230,10450,0.0001,4.146310329437256
639,59.04,41929,181,0.05,145.47624439999996,230,10457,0.0001,6.739023685455322
640,59.04,41954,181,0.05,145.50875034999996,230,10463,0.0001,13.261394500732422
641,59.04,42039,182,0.05,134.59296860999996,230,10484,0.0001,1.4241900444030762
642,59.55,42124,182,0.05,143.74805159999994,230,10505,0.0001,7.801047325134277
643,59.55,42209,182,0.05,133.74110759999996,230,10527,0.0001,7.507083415985107
644,59.56,42236,183,0.05,133.58016674999996,230,10533,0.0001,7.363880634307861
645,59.56,42321,183,0.05,122.67557222999996,230,10555,0.0001,12.717548370361328
646,59.56,42406,183,0.05,122.74884172999998,230,10576,0.0001,7.322359085083008
647,59.56,42491,184,0.05,122.02162591999996,230,10597,0.0001,1.1037206649780273
648,60.09,42576,184,0.05,130.74000539,230,10618,0.0001,4.058602333068848
649,59.52,42604,184,0.05,121.11851166999999,230,10625,0.0001,6.81419038772583
650,60.12,42689,185,0.05,119.05532685999998,230,10647,0.0001,6.86160135269165
651,60.1,42720,185,0.05,119.11519399999999,230,10654,0.0001,16.32196617126465
652,59.5,42745,185,0.05,109.63076979999998,230,10661,0.0001,10.710686683654785
653,58.9,42770,185,0.05,100.24272021999997,230,10667,0.0001,13.442710876464844
654,58.99,42804,185,0.05,100.06088316999998,230,10675,0.0001,10.386578559875488
655,58.99,42889,186,0.05,88.79226651999997,230,10697,0.0001,7.204207420349121
656,58.41,42916,186,0.05,80.72256602999998,230,10703,0.0001,4.690870761871338
657,58.41,43001,186,0.05,80.70791473999998,230,10725,0.0001,4.498402118682861
658,57.86,43031,187,0.05,78.80596083999998,230,10732,0.0001,7.506279468536377
659,57.86,43062,187,0.05,78.70390641999998,229,10740,0.0001,18.775094985961914
660,57.86,43147,187,0.05,79.17708074,229,10761,0.0001,10.806034088134766
661,57.6,43206,187,0.05,68.39442277999997,229,10776,0.0001,6.179263114929199
662,57.58,43232,188,0.05,68.44641188999998,229,10782,0.0001,17.25292205810547
663,57.58,43317,188,0.05,68.65514106999998,229,10804,0.0001,12.99062728881836
664,56.99,43343,188,0.05,70.0665056,229,10810,0.0001,1.0295581817626953
665,57.59,43428,188,0.05,79.51291386,229,10831,0.0001,6.835606575012207
666,58.18,43513,189,0.05,88.65805836999998,229,10853,0.0001,7.224546432495117
667,57.72,43552,189,0.05,89.89297235,229,10862,0.0001,16.026262283325195
668,58.29,43637,189,0.05,99.11492696999998,229,10884,0.0001,21.82870864868164
669,58.79,43722,190,0.05,108.46035835,229,10905,0.0001,10.92056941986084
670,58.26,43754,190,0.05,109.99425197,229,10913,0.0001,3.9204180240631104
671,58.34,43787,190,0.05,109.54419081000002,229,10921,0.0001,7.270349979400635
672,58.36,43815,190,0.05,109.60345379000002,229,10928,0.0001,4.132525444030762
673,58.36,43900,191,0.05,109.01815071000001,229,10949,0.0001,4.6429901123046875
674,57.76,43925,191,0.05,111.84799247000002,229,10956,0.0001,4.490055561065674
675,57.76,44010,191,0.05,112.28988635000002,229,10977,0.0001,7.464649200439453
676,57.24,44043,191,0.05,103.07997823,229,10985,0.0001,10.020950317382812
677,57.79,44128,192,0.05,101.132412,229,11006,0.0001,18.829021453857422
678,57.79,44213,192,0.05,112.96016557000003,229,11028,0.0001,5.112343788146973
679,57.79,44298,192,0.05,113.31816728000001,229,11049,0.0001,7.806102275848389
680,57.78,44325,193,0.05,113.37514182000001,229,11056,0.0001,7.112646102905273
681,57.78,44410,193,0.05,123.09508438000003,229,11077,0.0001,19.617084503173828
682,57.2,44437,193,0.05,114.08703432,229,11084,0.0001,7.408132553100586
683,57.75,44517,194,0.05,111.79211384,229,11104,0.0001,3.976874828338623
684,57.76,44544,194,0.05,111.78461080999999,229,11110,0.0001,13.430073738098145
685,58.33,44629,194,0.05,120.79270365,229,11132,0.0001,7.575954437255859
686,58.33,44714,194,0.05,109.52614498000001,229,11153,0.0001,4.40461540222168
687,58.33,44799,195,0.05,110.01511236,229,11174,0.0001,1.6693074703216553
688,57.73,44824,195,0.05,100.5700555,229,11180,0.0001,13.236736297607422
689,57.44,44849,195,0.05,101.51462222,229,11187,0.0001,1.2911491394042969
690,56.91,44881,195,0.05,92.25653525999998,229,11195,0.0001,11.298501014709473
691,57.43,44966,196,0.05,101.87853475,229,11216,0.0001,4.232295513153076
692,56.88,44996,196,0.05,92.99718862,229,11223,0.0001,7.154438495635986
693,56.88,45081,196,0.05,92.22708452,229,11245,0.0001,7.178435802459717
694,56.3,45108,196,0.05,82.62001423,229,11251,0.0001,7.332564353942871
695,56.89,45193,197,0.05,91.67751708,229,11273,0.0001,6.822814464569092
696,57.44,45278,197,0.05,101.44515852999999,229,11294,0.0001,7.342180252075195
697,57.44,45363,198,0.05,112.11655473,229,11315,0.0001,7.63027286529541
698,57.05,45409,198,0.05,113.57440640999998,229,11327,0.0001,4.137055397033691
699,57.04,45436,198,0.05,113.52759357999999,228,11333,0.0001,12.987066268920898
700,57.04,45521,198,0.05,124.61216366999999,228,11355,0.0001,7.158865451812744
701,56.51,45553,199,0.05,114.99691438000002,228,11363,0.0001,4.044623374938965
702,56.22,45579,199,0.05,116.27243131000002,228,11369,0.0001,7.116732597351074
703,55.62,45604,199,0.05,107.52028624999998,228,11375,0.0001,6.72415828704834
704,56.17,45689,199,0.05,116.97278919,228,11397,0.0001,3.9345192909240723
705,56.17,45774,200,0.05,128.53040681000002,228,11418,0.0001,7.621245384216309
706,56.17,45859,200,0.05,139.90638366,228,11439,0.0001,7.345478057861328
707,56.23,45890,200,0.05,139.72640391,228,11447,0.0001,7.164585113525391
708,56.23,45916,200,0.05,139.47304183,228,11453,0.0001,13.535749435424805
709,55.75,45953,201,0.05,141.19044898999996,228,11463,0.0001,16.871381759643555
710,55.15,45978,201,0.05,143.6233971,228,11469,0.0001,7.393667697906494
711,55.15,46063,201,0.05,132.48126971999997,228,11490,0.0001,10.825721740722656
712,55.23,46096,201,0.05,132.3218821,228,11498,0.0001,7.1678972244262695
713,55.23,46181,202,0.05,138.41144158999998,228,11520,0.0001,7.290291786193848
714,55.76,46266,202,0.05,142.78872819999998,228,11541,0.0001,10.206302642822266
715,56.35,46351,202,0.05,152.00728350999998,228,11562,0.0001,4.3570098876953125
716,56.35,46436,203,0.05,161.93091890999997,228,11583,0.0001,9.751779556274414
717,56.35,46521,203,0.05,152.81126252,228,11605,0.0001,12.330032348632812
718,56.87,46606,204,0.05,161.77064005,228,11626,0.0001,4.08967399597168
719,56.87,46691,204,0.05,150.95476002,228,11647,0.0001,7.156433582305908
720,57.18,46776,204,0.05,161.02211641999997,228,11668,0.0001,6.596102714538574
721,57.77,46861,205,0.05,169.94445478,228,11690,0.0001,13.139155387878418
722,57.77,46946,205,0.05,180.79572456999998,228,11711,0.0001,7.08335542678833
723,57.77,47031,205,0.05,170.39568957999995,228,11732,0.0001,10.293792724609375
724,57.77,47116,206,0.05,176.99880795999997,228,11753,0.0001,16.474506378173828
725,57.78,47142,206,0.05,177.04165969000002,228,11760,0.0001,4.288973808288574
726,57.81,47170,206,0.05,176.91880535,228,11767,0.0001,10.170441627502441
727,57.82,47198,206,0.05,176.93913015,228,11774,0.0001,4.4535393714904785
728,57.83,47226,206,0.05,177.04906876999996,228,11781,0.0001,4.33351993560791
729,58.42,47311,207,0.05,175.65235068,228,11802,0.0001,6.844145774841309
730,58.98,47396,207,0.05,184.77875297000003,228,11823,0.0001,4.054255962371826
731,59.44,47481,207,0.05,183.72669380000002,228,11845,0.0001,16.246845245361328
732,59.98,47566,208,0.05,180.95579080000005,228,11866,0.0001,7.019627571105957
733,59.98,47651,208,0.05,185.66678674,228,11887,0.0001,13.470736503601074
734,60.58,47736,208,0.05,195.19041850000002,228,11908,0.0001,12.828577041625977
735,60.58,47821,209,0.05,195.43222024,228,11930,0.0001,6.686784744262695
736,60.57,47905,209,0.05,183.92828286,228,11951,0.0001,4.254314422607422
737,61.14,47990,209,0.05,182.04146212000003,228,11972,0.0001,6.737589359283447
738,61.73,48075,210,0.05,191.25011702,228,11993,0.0001,10.80587100982666
739,62.31,48160,210,0.05,189.28753813,228,12014,0.0001,12.718061447143555
740,62.91,48245,210,0.05,198.73461138,228,12036,0.0001,16.035106658935547
741,62.53,48292,211,0.05,199.66963876999998,228,12047,0.0001,7.056078910827637
742,62.35,48359,211,0.05,189.35975616,228,12064,0.0001,12.906877517700195
743,62.35,48444,211,0.05,188.22853419000003,228,12085,0.0001,10.105257034301758
744,62.4,48476,212,0.05,187.91619989000003,228,12093,0.0001,9.926658630371094
745,61.8,48501,212,0.05,189.92785518,228,12100,0.0001,3.9304428100585938
746,61.8,48586,212,0.05,178.93296861,228,12121,0.0001,16.137088775634766
747,61.8,48671,213,0.05,179.3538824,228,12142,0.0001,9.70224666595459
748,61.8,48756,213,0.05,179.87228704,228,12163,0.0001,10.100427627563477
749,62.35,48839,213,0.05,177.76241925000002,228,12184,0.0001,9.751565933227539
750,62.35,48924,213,0.05,188.97505342,228,12205,0.0001,10.292863845825195
751,62.32,48952,214,0.05,189.08396136000002,228,12212,0.0001,4.298900604248047
752,62.32,48977,214,0.05,189.23779413000003,228,12219,0.0001,7.139582633972168
753,62.92,49062,214,0.05,198.28772508000003,228,12240,0.0001,15.468207359313965
754,62.83,49087,214,0.05,198.44362736000002,228,12246,0.0001,3.963879108428955
755,62.24,49113,215,0.05,200.62146233000004,228,12253,0.0001,4.239439964294434
756,62.82,49198,215,0.05,209.20085548,228,12274,0.0001,7.006235122680664
757,62.24,49225,215,0.05,200.25611968000004,228,12281,0.0001,10.10058879852295
758,62.79,49310,216,0.05,209.43494732000008,228,12302,0.0001,9.834574699401855
759,62.73,49335,216,0.05,209.49270194000002,228,12308,0.0001,7.110589027404785
760,62.73,49420,216,0.05,209.0921022,228,12329,0.0001,3.958686351776123
761,62.73,49479,216,0.05,209.36402558,228,12344,0.0001,4.080043315887451
762,63.32,49564,217,0.05,218.72935937000003,228,12365,0.0001,3.8325748443603516
763,62.75,49592,217,0.05,209.19249785000002,228,12372,0.0001,12.727896690368652
764,62.74,49617,217,0.05,209.23701534000003,228,12379,0.0001,10.910183906555176
765,62.6,49688,217,0.05,198.21574415999999,228,12396,0.0001,14.02309799194336
766,62.6,49773,218,0.05,193.60483638000002,228,12418,0.0001,13.00288200378418
767,63.06,49858,218,0.05,192.51725847999998,228,12439,0.0001,7.057868480682373
768,62.46,49883,218,0.05,183.19120035999995,228,12445,0.0001,7.520091533660889
769,62.46,49968,219,0.05,172.61303596,228,12466,0.0001,10.53051471710205
770,62.39,49993,219,0.05,172.72534466999997,228,12473,0.0001,4.01483154296875
771,62.32,50019,219,0.05,173.12478376999996,227,12479,0.0001,7.746467590332031
772,62.89,50104,219,0.05,181.86798958,227,12500,0.0001,13.476053237915039
773,62.89,50189,220,0.05,193.24498321,227,12522,0.0001,7.5225653648376465
774,63.49,50274,220,0.05,202.64356607,227,12543,0.0001,3.8467800617218018
775,62.93,50303,220,0.05,192.85405526,227,12550,0.0001,7.200976848602295
776,63.45,50388,221,0.05,202.00296962000002,227,12571,0.0001,13.303345680236816
777,63.45,50473,221,0.05,212.939706,227,12593,0.0001,7.0754499435424805
778,63.45,50558,221,0.05,212.62640513999997,227,12614,0.0001,6.956768035888672
779,62.86,50584,222,0.05,202.62054228,227,12620,0.0001,4.997640132904053
780,63.44,50669,222,0.05,211.49457814999997,227,12642,0.0001,10.390439987182617
781,62.84,50694,222,0.05,202.3178943,227,12648,0.0001,9.935647964477539
782,63.42,50779,223,0.05,200.72767950999997,227,12669,0.0001,12.973220825195312
783,63.47,50864,223,0.05,201.20093115999995,227,12690,0.0001,27.525814056396484
784,64.02,50946,223,0.05,198.90170773999998,227,12711,0.0001,13.571390151977539
785,63.43,50972,223,0.05,189.95492351000001,227,12717,0.0001,4.094377517700195
786,63.43,51057,224,0.05,200.56400498999994,227,12739,0.0001,10.375484466552734
787,63.43,51142,224,0.05,199.74293061999992,227,12760,0.0001,9.99473762512207
788,63.55,51179,224,0.05,199.28484517999996,227,12769,0.0001,1.0187803506851196
789,64.15,51264,225,0.05,208.03251836000004,227,12790,0.0001,13.571825981140137
790,64.68,51349,225,0.05,206.35487280000004,227,12812,0.0001,20.00269317626953
791,64.08,51374,225,0.05,196.86769576000003,227,12818,0.0001,6.966041564941406
792,64.05,51401,225,0.05,196.94192249,227,12825,0.0001,7.455252647399902
793,64.05,51486,226,0.05,197.30548959,227,12846,0.0001,10.946523666381836
794,64.63,51571,226,0.05,205.98103428000002,227,12867,0.0001,15.712644577026367
795,64.63,51656,226,0.05,194.94252688,227,12888,0.0001,10.20322322845459
796,64.63,51741,227,0.05,193.99797005,227,12910,0.0001,1.1753337383270264
797,64.63,51826,227,0.05,182.68596498999995,227,12931,0.0001,7.761961936950684
798,65.02,51911,228,0.05,192.43050244000003,227,12952,0.0001,19.208454132080078
799,65.6,51996,228,0.05,201.31995132,227,12973,0.0001,13.176145553588867
800,65.39,52060,228,0.05,190.20302288000002,227,12989,0.0001,7.58087158203125
801,65.92,52145,229,0.05,188.20790799999997,227,13011,0.0001,8.046985626220703
802,66.51,52230,229,0.05,197.21301770000002,227,13032,0.0001,12.795873641967773
803,67.11,52315,229,0.05,206.07869595,227,13053,0.0001,10.838213920593262
804,66.55,52344,230,0.05,196.76135380000002,227,13060,0.0001,15.456329345703125
805,66.55,52429,230,0.05,196.77992967000006,227,13082,0.0001,9.533949851989746
806,66.55,52514,230,0.05,197.06126503000004,227,13103,0.0001,7.078521728515625
807,66.51,52541,231,0.05,197.29057226000003,227,13110,0.0001,13.5113525390625
808,67.1,52626,231,0.05,195.24603573000002,227,13131,0.0001,13.379525184631348
809,67.05,52658,231,0.05,195.44477694,227,13139,0.0001,6.984838485717773
810,67.65,52743,231,0.05,200.15021704000003,227,13160,0.0001,10.30399227142334
811,67.65,52828,232,0.05,211.84300084999998,227,13181,0.0001,10.913063049316406
812,68.17,52913,232,0.05,220.64789374000003,227,13203,0.0001,7.862896919250488
813,68.17,52998,233,0.05,220.34508185,227,13224,0.0001,10.112088203430176
814,68.17,53083,233,0.05,225.57121741000003,227,13245,0.0001,7.71025276184082
815,67.67,53118,233,0.05,216.13698424999998,227,13254,0.0001,14.636329650878906
816,67.08,53144,233,0.05,206.84431281000002,227,13260,0.0001,6.944379806518555
817,67.08,53229,234,0.05,216.69957086000002,227,13282,0.0001,7.296809673309326
818,66.59,53265,234,0.05,207.67715952000006,227,13291,0.0001,6.841832160949707
819,66.59,53350,234,0.05,219.11631726000005,227,13312,0.0001,7.87921142578125
820,66.59,53435,235,0.05,219.07131604000006,227,13333,0.0001,6.771726608276367
821,66.59,53520,235,0.05,219.28293523000005,227,13354,0.0001,7.508810997009277
822,66.11,53557,235,0.05,209.55031106000007,227,13364,0.0001,4.246797561645508
823,65.52,53583,236,0.05,211.16914444000003,227,13370,0.0001,7.747596263885498
824,65.52,53668,236,0.05,215.6010417,227,13391,0.0001,4.590084552764893
825,66.1,53752,236,0.05,213.48973778999996,227,13412,0.0001,6.908397197723389
826,66.07,53777,236,0.05,213.52374952999998,226,13419,0.0001,15.632454872131348
827,66.64,53862,237,0.05,211.3762053,226,13440,0.0001,27.503522872924805
828,67.21,53947,237,0.05,219.99049507999996,226,13461,0.0001,9.829773902893066
829,67.21,54032,238,0.05,219.47746487999996,226,13482,0.0001,5.103137493133545
830,66.65,54061,238,0.05,210.41862113999997,226,13490,0.0001,7.919830322265625
831,66.65,54146,238,0.05,209.71823179000003,226,13511,0.0001,3.8644092082977295
832,66.65,54231,238,0.05,221.40248112,226,13532,0.0001,9.990273475646973
833,66.65,54316,239,0.05,227.48814314999998,226,13553,0.0001,4.076565742492676
834,66.65,54401,239,0.05,226.93922070999997,226,13575,0.0001,17.416522979736328
835,66.65,54486,240,0.05,226.72621128999998,227,13596,0.0001,13.790122985839844
836,66.35,54540,240,0.05,227.8017966,226,13609,0.0001,13.950145721435547
837,65.76,54566,240,0.05,229.81263475,226,13616,0.0001,6.922659873962402
838,65.76,54651,240,0.05,218.07703682,226,13637,0.0001,4.172952175140381
839,65.75,54735,241,0.05,217.45142971,226,13658,0.0001,4.219401836395264
840,65.75,54820,241,0.05,206.34969683,226,13679,0.0001,8.254485130310059
841,66.13,54905,242,0.05,216.31735027000002,226,13701,0.0001,7.408490180969238
842,66.31,54990,242,0.05,215.32837736000002,226,13722,0.0001,10.164129257202148
843,66.31,55075,242,0.05,215.61001022,226,13743,0.0001,1.124171495437622
844,66.84,55160,242,0.05,218.53824,227,13764,0.0001,3.957080125808716
845,67.44,55245,243,0.05,227.34672982999996,227,13786,0.0001,18.699703216552734
846,66.86,55272,243,0.05,229.21446634999995,227,13792,0.0001,10.859853744506836
847,66.86,55357,243,0.05,229.42634693999997,227,13814,0.0001,7.799168109893799
848,66.86,55442,244,0.05,218.51986021999997,227,13835,0.0001,4.170771598815918
849,66.88,55527,244,0.05,218.83779336,227,13856,0.0001,10.140405654907227
850,66.28,55552,244,0.05,209.59687249,227,13862,0.0001,7.590389251708984
851,66.85,55637,244,0.05,209.97433613,227,13884,0.0001,10.02096176147461
852,67.45,55722,245,0.05,219.08224327000005,227,13905,0.0001,7.351816654205322
853,66.86,55748,245,0.05,210.04308960000006,227,13911,0.0001,7.317676544189453
854,66.88,55775,245,0.05,210.19077587,227,13918,0.0001,1.059485673904419
855,66.88,55801,245,0.05,210.28063387999998,227,13925,0.0001,15.857339859008789
856,66.29,55827,245,0.05,201.50388103999998,227,13931,0.0001,4.9679412841796875
857,66.87,55912,246,0.05,210.50545465,227,13952,0.0001,10.589818954467773
858,66.32,55942,246,0.05,201.17260041999998,226,13960,0.0001,7.59567928314209
859,66.33,55968,246,0.05,201.18402874999995,226,13966,0.0001,13.071115493774414
860,66.33,56053,247,0.05,190.33581046,226,13988,0.0001,7.525088310241699
861,66.56,56135,247,0.05,189.36436496000002,226,14008,0.0001,4.513299942016602
862,66.56,56220,247,0.05,188.13207376999998,226,14029,0.0001,0.9361050128936768
863,66.61,56253,248,0.05,188.06108686999997,226,14038,0.0001,7.073602199554443
864,67.21,56338,248,0.05,185.53546389,226,14059,0.0001,13.257006645202637
865,67.35,56423,248,0.05,185.37540847,226,14080,0.0001,4.521779537200928
866,66.81,56454,249,0.05,180.52775337999995,226,14088,0.0001,10.215909957885742
867,66.22,56480,249,0.05,182.28496521999998,226,14094,0.0001,12.682043075561523
868,66.22,56505,249,0.05,182.33843692,226,14101,0.0001,10.438116073608398
869,65.63,56531,249,0.05,183.74446340999998,226,14107,0.0001,7.058778762817383
870,66.23,56616,250,0.05,193.15315496,226,14128,0.0001,4.088304042816162
871,66.22,56641,250,0.05,193.17792616,226,14135,0.0001,7.429323196411133
872,66.22,56726,250,0.05,193.84818102999998,226,14156,0.0001,10.230627059936523
873,65.62,56751,251,0.05,184.68278193999998,226,14162,0.0001,4.117856502532959
874,65.02,56776,251,0.05,175.25991717999997,225,14168,0.0001,3.9057412147521973
875,65.58,56861,251,0.05,184.52832454,225,14190,0.0001,6.849630355834961
876,65.58,56946,252,0.05,184.20795533999998,225,14211,0.0001,1.1030362844467163
877,65.58,57031,252,0.05,184.2126571,225,14232,0.0001,16.417333602905273
878,65.58,57116,252,0.05,175.03588947999998,225,14253,0.0001,19.916492462158203
879,66.17,57201,253,0.05,183.66773707000002,225,14275,0.0001,7.541501998901367
880,65.57,57226,253,0.05,174.74185742,225,14281,0.0001,12.431902885437012
881,65.62,57256,253,0.05,174.85766951999997,225,14288,0.0001,4.550027847290039
882,65.62,57341,254,0.05,185.73717503,225,14310,0.0001,19.71040916442871
883,65.62,57426,254,0.05,196.18310686,225,14331,0.0001,13.092904090881348
884,65.65,57511,254,0.05,207.70020448999995,225,14352,0.0001,9.741395950317383
885,65.67,57539,255,0.05,207.47390389,225,14359,0.0001,4.178757190704346
886,65.07,57564,255,0.05,198.97103800999994,225,14365,0.0001,1.404416561126709
887,65.07,57649,255,0.05,199.30081798999996,225,14387,0.0001,13.307008743286133
888,64.95,57674,256,0.05,199.79671780999996,225,14393,0.0001,4.388401985168457
889,64.95,57759,256,0.05,189.32417779999997,225,14414,0.0001,4.531187057495117
890,64.95,57844,256,0.05,189.57032842999996,225,14435,0.0001,9.348844528198242
891,65.55,57929,257,0.05,187.0012005,225,14457,0.0001,4.489099502563477
892,66.13,58014,257,0.05,195.60508446,225,14478,0.0001,9.580148696899414
893,66.13,58099,258,0.05,206.74933117,225,14499,0.0001,4.347512245178223
894,66.13,58184,258,0.05,196.47484717,225,14520,0.0001,7.4355902671813965
895,66.13,58269,258,0.05,207.65133464,225,14542,0.0001,5.2074480056762695
896,66.13,58354,259,0.05,208.10057741,225,14563,0.0001,6.885913372039795
897,66.13,58439,259,0.05,219.26363603,225,14584,0.0001,7.289178848266602
898,66.13,58524,259,0.05,208.34377164,225,14605,0.0001,10.267068862915039
899,65.55,58551,260,0.05,199.47310095000003,225,14612,0.0001,10.099081039428711
900,65.16,58576,260,0.05,201.13390012999997,224,14618,0.0001,6.786351203918457
901,65.16,58661,260,0.05,212.32127932,224,14640,0.0001,3.8073275089263916
902,64.8,58710,261,0.05,202.43673015000002,224,14652,0.0001,7.08726692199707
903,64.8,58795,261,0.05,202.94034948,224,14673,0.0001,18.527061462402344
904,65.36,58880,261,0.05,210.51260740000006,224,14694,0.0001,7.174556732177734
905,65.36,58965,262,0.05,211.21190791,224,14716,0.0001,6.175176620483398
906,65.36,59050,262,0.05,199.74285156000002,224,14737,0.0001,6.991645812988281
907,65.94,59135,263,0.05,201.15944899000002,224,14758,0.0001,7.052738189697266
908,65.37,59163,263,0.05,203.29998914999996,224,14765,0.0001,10.226274490356445
909,65.9,59248,263,0.05,212.28897382,224,14786,0.0001,18.606395721435547
910,65.44,59287,263,0.05,206.87887667999996,224,14796,0.0001,13.406458854675293
911,64.85,59313,264,0.05,197.41915877999998,224,14803,0.0001,6.58134651184082
912,64.85,59398,264,0.05,186.80226347999997,224,14824,0.0001,7.273636817932129
913,64.85,59483,264,0.05,175.33009838999996,224,14845,0.0001,9.829615592956543
914,64.85,59568,265,0.05,168.53931185000002,224,14866,0.0001,1.1028852462768555
915,64.79,59597,265,0.05,168.61460095999996,224,14874,0.0001,3.9173483848571777
916,65.38,59682,266,0.05,177.45873337999993,224,14895,0.0001,7.148644924163818
917,64.83,59712,266,0.05,168.12272655,224,14902,0.0001,9.367816925048828
918,64.72,59737,266,0.05,168.45689393,224,14909,0.0001,4.080906391143799
919,64.72,59822,266,0.05,168.32067981999998,224,14930,0.0001,1.4739316701889038
920,64.72,59907,267,0.05,157.33991878999998,224,14951,0.0001,11.06723403930664
921,64.72,59992,267,0.05,145.59871887999998,224,14972,0.0001,13.686351776123047
922,65.2,60077,267,0.05,154.96061647,224,14994,0.0001,1.736680269241333
923,65.3,60113,268,0.05,154.52948030999997,224,15003,0.0001,1.1653575897216797
